vin,start_date,end_date,repair_status,repair_description,vendor_name,repair_cost,NHTSA_recall_compaign_number,inventory_clerk_permission
F5BABPZQD3I737349,2019-05-08 00:00:00,2019-05-09 00:00:00,in progress,reconfigure service reminder light; ,Zoomit,47.26,NULL,
F5BABPZQD3I737349,2019-05-12 00:00:00,2019-06-12 00:00:00,pending,install smoked glass; fix external temperature display; ,Newex,590.73,NULL,
F5BABPZQD3I737349,2019-07-25 00:00:00,2019-08-04 00:00:00,pending,install active pedestrian protection system; improve engine performance; ,Newex,94.52,NULL,
F5BABPZQD3I737349,2019-09-06 00:00:00,2019-09-15 00:00:00,pending,fix deceleration system; replace ace filter; ,Cancity,165.41,NULL,
F6TVSMY2L2Z886673,2019-06-23 00:00:00,2019-06-23 00:00:00,in progress,fix rear defroster; ,Cancity,33.17,NULL,
F6TVSMY2L2Z886673,2019-06-25 00:00:00,2019-06-25 00:00:00,completed,adjust block heater; ,Zoomit,33.17,NULL,
F6TVSMY2L2Z886673,2019-06-26 00:00:00,2019-06-26 00:00:00,completed,fix rear defroster; change suspension fluid; ,Zoomit,33.17,NULL,
FWOYW8SJUH7074597,2019-05-19 00:00:00,2019-05-28 00:00:00,pending,attach exterior camera; adjust running boards; ,Zencorporation,130.3,14V758000,
FWOYW8SJUH7074597,2019-06-07 00:00:00,2019-06-09 00:00:00,in progress,adjust reverse tilt mirrors; check drive axle boots; ,Toughzap,16.29,NULL,
FWOYW8SJUH7074597,2019-07-10 00:00:00,2019-07-10 00:00:00,in progress,install on-board diagnosis system; adjust running boards; ,Fasehatice,16.29,09V024000,
FWOYW8SJUH7074597,2019-07-23 00:00:00,2019-07-30 00:00:00,completed,install separate rear audio; correct abs; ,Fasehatice,81.43,19V146000,
FWOYW8SJUH7074597,2019-08-04 00:00:00,2019-08-07 00:00:00,in progress,fix rear defroster; adjust accelerator pedal linkage; ,Rundofase,65.15,NULL,
FWOYW8SJUH7074597,2019-08-25 00:00:00,2019-08-27 00:00:00,in progress,adjust seat belts tension; replace crankcase ventilation filter; ,Fasehatice,16.29,17V761000,
FWOYW8SJUH7074597,2019-09-08 00:00:00,2019-09-26 00:00:00,completed,install turbocharger; adjust climate control; ,Zumgoity,195.44,NULL,
FZ1HFZ585WR955503,2019-06-05 00:00:00,2019-06-07 00:00:00,in progress,change timing belt; install active pedestrian protection system; ,Fasehatice,255.31,NULL,
FZ1HFZ585WR955503,2019-06-08 00:00:00,2019-06-10 00:00:00,pending,install active pedestrian protection system; ,Toughzap,170.2,NULL,
FZ1HFZ585WR955503,2019-06-18 00:00:00,2019-06-18 00:00:00,completed,replace diverter valve; change timing belt; ,Cancity,85.1,NULL,
G33VJW8N2FY389186,2019-05-19 00:00:00,2019-05-21 00:00:00,completed,install on-board diagnosis system; ,Zoomit,18.45,NULL,
G33VJW8N2FY389186,2019-05-25 00:00:00,2019-05-30 00:00:00,completed,fix nvh dampening system; ,Zumgoity,110.72,NULL,
G33VJW8N2FY389186,2019-06-05 00:00:00,2019-06-06 00:00:00,pending,install curtain airbags; change pcv filter/pcv valve; ,Rundofase,36.91,NULL,
G33VJW8N2FY389186,2019-06-08 00:00:00,2019-06-11 00:00:00,in progress,attach exterior camera; add knee airbags; ,Rundofase,73.81,NULL,
G33VJW8N2FY389186,2019-06-13 00:00:00,2019-06-14 00:00:00,in progress,replace catalytic converter; replace brake pedal spring; ,Newex,18.45,17V457000,
G33VJW8N2FY389186,2019-06-15 00:00:00,2019-06-19 00:00:00,in progress,upgrade navigation system; set up auto-delay headlights; ,Zumgoity,36.91,16V354000,
GB5EB3AIUD0242483,2019-01-24 00:00:00,2019-03-29 00:00:00,in progress,change brake linings; replace crankcase ventilation filter; ,Zoomit,235.3,NULL,
GB5EB3AIUD0242483,2019-07-08 00:00:00,2019-07-14 00:00:00,pending,attach exterior camera; replace radiator core & ac condenser; ,Zencorporation,126.7,NULL,
GBA0V3Z00JI851102,2019-04-20 00:00:00,2019-04-21 00:00:00,pending,install turbocharger; ,Toughzap,14.71,19V461000,
GBA0V3Z00JI851102,2019-04-28 00:00:00,2019-04-28 00:00:00,in progress,reduce blind spot; change coolant; ,Cancity,14.71,03V529000,
GC225MTL5DF831250,2019-03-09 00:00:00,2019-03-16 00:00:00,in progress,replace stabilizer bar; improve engine performance; ,Zoomit,140.33,18V844000,
GC225MTL5DF831250,2019-03-26 00:00:00,2019-03-27 00:00:00,in progress,replace brake pedal spring; repair shiftable automatic transmission; ,Zoomit,70.16,NULL,
GC225MTL5DF831250,2019-03-28 00:00:00,2019-03-31 00:00:00,completed,fix ventilated seats; change memory settings of the onboard computer; ,Zoomit,105.25,NULL,
GC225MTL5DF831250,2019-04-08 00:00:00,2019-04-11 00:00:00,completed,attach seat extension; remove oversteer; ,Fasehatice,35.08,NULL,
GC225MTL5DF831250,2019-05-15 00:00:00,2019-06-19 00:00:00,in progress,correct abs; fix steering damper; ,Rundofase,596.39,NULL,
GC225MTL5DF831250,2019-06-28 00:00:00,2019-07-05 00:00:00,in progress,fix deceleration system; fix cylinder head bolts; ,Toughzap,210.49,NULL,
GC225MTL5DF831250,2019-07-24 00:00:00,2019-07-31 00:00:00,pending,fix nvh dampening system; reduce fuel consumption; ,Toughzap,140.33,NULL,
GC225MTL5DF831250,2019-08-27 00:00:00,2019-09-06 00:00:00,pending,replace steering column lock; adjust traction control system; ,Zumgoity,70.16,NULL,
GC225MTL5DF831250,2019-09-19 00:00:00,2019-09-19 00:00:00,completed,add heated windshield; fix rear hvac; ,Cancity,35.08,NULL,
GKTLIDKGMZ6109105,2019-03-13 00:00:00,2019-04-29 00:00:00,completed,fix external temperature display; add knee airbags; ,Fasehatice,1462.36,13V228000,
GKTLIDKGMZ6109105,2019-06-01 00:00:00,2019-06-08 00:00:00,pending,replace ace filter; ,Zumgoity,64.99,NULL,
GKTLIDKGMZ6109105,2019-06-10 00:00:00,2019-07-03 00:00:00,completed,fix deceleration system; adjust accelerator pedal linkage; ,Cancity,324.97,NULL,
GKTLIDKGMZ6109105,2019-07-31 00:00:00,2019-08-22 00:00:00,pending,change wheel cylinders; install intelligent alternator; ,Rundofase,682.43,NULL,
H0SVSC0X1W0660350,2019-02-03 00:00:00,2019-02-05 00:00:00,completed,fix external temperature display; reduce fuel consumption; ,Zoomit,158.6,00V371000,
H0SVSC0X1W0660350,2019-02-13 00:00:00,2019-02-14 00:00:00,completed,fix sunroof; fix ventilated seats; ,Toughzap,158.6,NULL,
H0SVSC0X1W0660350,2019-02-18 00:00:00,2019-02-18 00:00:00,in progress,install vanity mirrors; repair shiftable automatic transmission; ,Toughzap,79.3,NULL,
H0SVSC0X1W0660350,2019-02-19 00:00:00,2019-02-24 00:00:00,completed,repair direct injection system; set up gyro sensor; ,Fasehatice,396.5,NULL,
H0SVSC0X1W0660350,2019-02-25 00:00:00,2019-03-02 00:00:00,in progress,repair seatbelt force limiters; change coolant; ,Zoomit,237.9,NULL,
H0SVSC0X1W0660350,2019-03-04 00:00:00,2019-03-05 00:00:00,pending,add knee airbags; install dusk-sensing headlights; ,Fasehatice,158.6,NULL,
H0SVSC0X1W0660350,2019-03-10 00:00:00,2019-03-11 00:00:00,completed,replace fuel filter; replace steering column lock; ,Zencorporation,79.3,NULL,
H130KLLOZLY973998,2019-05-23 00:00:00,2019-05-23 00:00:00,completed,attach seat extension; adjust hybrid performance; ,Toughzap,16.12,NULL,
H7PM7E5LCY5894305,2019-01-06 00:00:00,2019-01-08 00:00:00,completed,change memory settings of the onboard computer; reduce fuel consumption; ,Zoomit,25.78,19V035000,
I6M6GMQGG7C407268,2019-04-06 00:00:00,2019-04-06 00:00:00,in progress,install intelligent alternator; adjust hybrid performance; ,Zoomit,46.14,NULL,
I6M6GMQGG7C407268,2019-04-07 00:00:00,2019-04-09 00:00:00,in progress,attach seat extension; attach spoiler; ,Zencorporation,138.41,NULL,
I6M6GMQGG7C407268,2019-04-13 00:00:00,2019-04-15 00:00:00,pending,replace timing belt tensioner; install roof spoiler; ,Cancity,92.27,NULL,
I7CVVBU08H1044370,2019-01-26 00:00:00,2019-04-20 00:00:00,completed,attach spoiler; set up satellite radio; ,Zoomit,17.42,NULL,
IB3FDW7VPTE357125,2019-01-28 00:00:00,2019-02-01 00:00:00,completed,improve cylinder configuration; attach seat extension; ,Cancity,18.86,NULL,
IB3FDW7VPTE357125,2019-02-03 00:00:00,2019-02-09 00:00:00,in progress,adjust hybrid performance; fix broken tow hooks; ,Rundofase,37.72,19V090000,
IB3FDW7VPTE357125,2019-02-26 00:00:00,2019-02-27 00:00:00,completed,adjust climate control; adjust low fuel warning indicator; ,Rundofase,37.72,NULL,
IB3FDW7VPTE357125,2019-03-02 00:00:00,2019-03-02 00:00:00,in progress,fix air filter restriction indicator; add knee airbags; ,Rundofase,18.86,18V188000,
IB3FDW7VPTE357125,2019-03-03 00:00:00,2019-03-04 00:00:00,pending,fix rear hvac; install smoked glass; ,Zumgoity,18.86,NULL,
IB3FDW7VPTE357125,2019-03-08 00:00:00,2019-03-25 00:00:00,in progress,install curtain airbags; install optional equipment; ,Cancity,132.02,NULL,
IB3FDW7VPTE357125,2019-03-26 00:00:00,2019-03-30 00:00:00,pending,adjust accelerator pedal linkage; fix ventilated seats; ,Rundofase,56.58,08V214000,
IHCVQSL87UO415387,2019-06-19 00:00:00,2019-06-20 00:00:00,pending,change purge valve; attach exterior camera; ,Newex,59.79,NULL,
IKUQE1AIER1879688,2019-03-27 00:00:00,2019-03-28 00:00:00,completed,reduce fuel consumption; replace radiator hoses; ,Fasehatice,15.28,NULL,
IKUQE1AIER1879688,2019-04-04 00:00:00,2019-04-06 00:00:00,completed,change suspension fluid; adjust adaptive cruise control; ,Zumgoity,15.28,NULL,
IKUQE1AIER1879688,2019-04-16 00:00:00,2019-04-16 00:00:00,completed,adjust climate control; upgrade navigation system; ,Toughzap,15.28,NULL,
IKUQE1AIER1879688,2019-04-18 00:00:00,2019-04-18 00:00:00,pending,fix power activated release; repair cooled seats; ,Rundofase,15.28,19V052000,
IKUQE1AIER1879688,2019-04-20 00:00:00,2019-04-24 00:00:00,pending,fix external temperature display; replace tail lights; ,Cancity,15.28,NULL,
IKUQE1AIER1879688,2019-04-25 00:00:00,2019-05-01 00:00:00,in progress,set up gyro sensor; fix deceleration system; ,Zoomit,15.28,NULL,
IKUQE1AIER1879688,2019-05-03 00:00:00,2019-05-07 00:00:00,pending,install anti-theft alarm; reduce carbon footprint; ,Zencorporation,30.55,NULL,
IOCT8QVK86C997015,2019-02-22 00:00:00,2019-03-03 00:00:00,pending,correct abs; replace radiator core & ac condenser; ,Zoomit,141.32,NULL,
IOCT8QVK86C997015,2019-03-26 00:00:00,2019-04-13 00:00:00,completed,replace ace filter; install roof spoiler; ,Cancity,753.71,NULL,
IOCT8QVK86C997015,2019-05-01 00:00:00,2019-05-23 00:00:00,pending,set up satellite radio; install curtain airbags; ,Zencorporation,282.64,NULL,
IOCT8QVK86C997015,2019-05-31 00:00:00,2019-06-20 00:00:00,completed,adjust turn signals; adjust accelerator pedal linkage; ,Fasehatice,94.21,NULL,
IOCT8QVK86C997015,2019-06-23 00:00:00,2019-07-10 00:00:00,pending,replace radiator core & ac condenser; change oil filter; ,Rundofase,659.5,NULL,
IOCT8QVK86C997015,2019-07-15 00:00:00,2019-07-30 00:00:00,pending,replace radiator hoses; ,Rundofase,94.21,NULL,
IOCT8QVK86C997015,2019-08-09 00:00:00,2019-09-03 00:00:00,completed,repair cooled seats; adjust reverse tilt mirrors; ,Toughzap,376.86,NULL,
JAH4TXSVFRZ937654,2019-05-28 00:00:00,2019-05-28 00:00:00,pending,make polarization coating; attach exterior camera; ,Newex,18.97,NULL,
JAH4TXSVFRZ937654,2019-05-29 00:00:00,2019-05-31 00:00:00,in progress,change brake linings; change timing belt; ,Cancity,18.97,14E007000,
JAH4TXSVFRZ937654,2019-06-01 00:00:00,2019-06-01 00:00:00,in progress,add knee airbags; adjust running boards; ,Zencorporation,18.97,NULL,
JAH4TXSVFRZ937654,2019-06-04 00:00:00,2019-06-05 00:00:00,pending,replace timing belt tensioner; configure universal remote control; ,Rundofase,18.97,19V188000,
JB6TJOH3G13545501,2019-06-08 00:00:00,2019-06-08 00:00:00,in progress,replace serpentine belt; fix rear defroster; ,Cancity,63.93,17V545000,
JB6TJOH3G13545501,2019-06-09 00:00:00,2019-06-09 00:00:00,in progress,adjust low fuel warning indicator; adjust climate control; ,Toughzap,63.93,NULL,
JB6TJOH3G13545501,2019-06-10 00:00:00,2019-06-10 00:00:00,completed,adjust ignition timing; set up satellite radio; ,Newex,63.93,NULL,
JB6TJOH3G13545501,2019-06-11 00:00:00,2019-06-11 00:00:00,completed,adjust seat belts tension; set up auto-delay headlights; ,Zumgoity,63.93,NULL,
JB6TJOH3G13545501,2019-06-14 00:00:00,2019-06-17 00:00:00,in progress,replace crankcase ventilation filter; change brake linings; ,Rundofase,63.93,NULL,
JB6TJOH3G13545501,2019-06-18 00:00:00,2019-06-18 00:00:00,in progress,fix deceleration system; reduce blind spot; ,Zoomit,63.93,NULL,
JB6TJOH3G13545501,2019-06-20 00:00:00,2019-06-20 00:00:00,completed,change brake linings; adjust turn signals; ,Fasehatice,63.93,NULL,
JVT2Q6U7HLH559100,2019-05-25 00:00:00,2019-05-26 00:00:00,completed,change suspension fluid; reduce blind spot; ,Zoomit,61.51,19V148000,
JVT2Q6U7HLH559100,2019-05-28 00:00:00,2019-06-04 00:00:00,in progress,prevent fuel pump shutoff; replace crankcase ventilation filter; ,Rundofase,246.04,NULL,
JVT2Q6U7HLH559100,2019-06-08 00:00:00,2019-06-08 00:00:00,in progress,fix deceleration system; fix external temperature display; ,Zumgoity,30.76,06V316000,
JVT2Q6U7HLH559100,2019-06-10 00:00:00,2019-06-18 00:00:00,in progress,adjust ignition timing; replace steering column lock; ,Zoomit,123.02,NULL,
JVT2Q6U7HLH559100,2019-06-19 00:00:00,2019-06-21 00:00:00,pending,fix solar sunroof; replace brake pedal spring; ,Rundofase,30.76,07V220000,
JVUFO2OOZH6501609,2019-02-24 00:00:00,2019-03-01 00:00:00,in progress,adjust adaptive cruise control; adjust seat belts tension; ,Fasehatice,167.91,NULL,
K23GQ1HYKID336715,2019-02-26 00:00:00,2019-03-04 00:00:00,completed,change timing belt; ,Zoomit,154.42,NULL,
K23GQ1HYKID336715,2019-03-08 00:00:00,2019-03-10 00:00:00,completed,install dusk-sensing headlights; set up satellite radio; ,Toughzap,38.61,NULL,
K23GQ1HYKID336715,2019-03-21 00:00:00,2019-03-22 00:00:00,pending,replace radiator core & ac condenser; add knee airbags; ,Zumgoity,77.21,NULL,
K23GQ1HYKID336715,2019-03-29 00:00:00,2019-03-29 00:00:00,pending,replace crankcase ventilation filter; replace liftgate window; ,Fasehatice,38.61,NULL,
K23GQ1HYKID336715,2019-03-31 00:00:00,2019-04-07 00:00:00,pending,install separate rear audio; fix a-pillar; ,Zencorporation,115.82,NULL,
K23GQ1HYKID336715,2019-04-12 00:00:00,2019-04-15 00:00:00,completed,repair shiftable automatic transmission; change purge valve; ,Zumgoity,154.42,08V217000,
K23GQ1HYKID336715,2019-04-21 00:00:00,2019-04-26 00:00:00,in progress,repair shiftable automatic transmission; fix rear hvac; ,Zumgoity,154.42,NULL,
K23GQ1HYKID336715,2019-04-28 00:00:00,2019-05-05 00:00:00,pending,adjust running boards; adjust reverse tilt mirrors; ,Cancity,115.82,NULL,
K5ZQ65X47KU986899,2019-05-04 00:00:00,2019-05-04 00:00:00,in progress,replace diverter valve; configure universal remote control; ,Newex,33.28,NULL,
K5ZQ65X47KU986899,2019-05-05 00:00:00,2019-05-09 00:00:00,in progress,attach seat extension; install smoked glass; ,Fasehatice,33.28,NULL,
K5ZQ65X47KU986899,2019-05-12 00:00:00,2019-05-14 00:00:00,completed,adjust reverse tilt mirrors; adjust turn signals; ,Newex,33.28,NULL,
K5ZQ65X47KU986899,2019-05-18 00:00:00,2019-05-21 00:00:00,completed,install smoked glass; replace fuel filter; ,Zoomit,66.56,08V108000,
K5ZQ65X47KU986899,2019-05-26 00:00:00,2019-06-03 00:00:00,pending,adjust block heater; install vanity mirrors; ,Zencorporation,33.28,NULL,
K5ZQ65X47KU986899,2019-06-07 00:00:00,2019-06-09 00:00:00,pending,repair cooled seats; adjust turn signals; ,Zumgoity,99.84,NULL,
K6NPKFWC2DG818634,2019-06-04 00:00:00,2019-06-09 00:00:00,pending,fix external temperature display; ,Newex,100.45,11E022000,
K6NPKFWC2DG818634,2019-06-10 00:00:00,2019-06-13 00:00:00,completed,improve cylinder configuration; upgrade navigation system; ,Zoomit,100.45,NULL,
K6NPKFWC2DG818634,2019-06-15 00:00:00,2019-06-18 00:00:00,pending,improve engine performance; adjust climate control; ,Zencorporation,100.45,NULL,
K6NPKFWC2DG818634,2019-06-20 00:00:00,2019-06-20 00:00:00,in progress,repair cooled seats; install dusk-sensing headlights; ,Zoomit,25.11,NULL,
K6NPKFWC2DG818634,2019-06-24 00:00:00,2019-06-25 00:00:00,pending,attach exterior camera; adjust turn signals; ,Fasehatice,25.11,NULL,
KG6S1KYGKY7383089,2019-06-26 00:00:00,2019-06-26 00:00:00,pending,adjust ignition timing; install smoked glass; ,Rundofase,47.87,NULL,
KIYTRMRZHSZ939929,2019-02-17 00:00:00,2019-03-20 00:00:00,pending,set up auto-delay headlights; ,Newex,366.73,NULL,
KIYTRMRZHSZ939929,2019-05-13 00:00:00,2019-05-29 00:00:00,in progress,fix a-pillar; change speaker configuration; ,Zoomit,628.68,NULL,
KSC5NS2WX0Q021711,2019-06-02 00:00:00,2019-06-08 00:00:00,pending,adjust regenerative braking; ,Toughzap,146.18,NULL,
KSC5NS2WX0Q021711,2019-06-12 00:00:00,2019-06-13 00:00:00,in progress,replace fuel filter; replace steering column lock; ,Toughzap,58.47,NULL,
KSC5NS2WX0Q021711,2019-07-20 00:00:00,2019-08-25 00:00:00,in progress,replace fuel filter; replace stabilizer bar; ,Newex,467.78,NULL,
KSC5NS2WX0Q021711,2019-08-30 00:00:00,2019-09-03 00:00:00,completed,fix deceleration system; reduce fuel consumption; ,Toughzap,29.24,NULL,
L075CLEGAGV332326,2019-05-12 00:00:00,2019-05-16 00:00:00,completed,replace liftgate window; attach spoiler; ,Fasehatice,43.81,NULL,
L075CLEGAGV332326,2019-05-17 00:00:00,2019-05-24 00:00:00,completed,adjust adaptive cruise control; adjust turn signals; ,Rundofase,87.63,NULL,
L075CLEGAGV332326,2019-05-26 00:00:00,2019-05-30 00:00:00,pending,install dusk-sensing headlights; configure universal remote control; ,Cancity,58.42,NULL,
L075CLEGAGV332326,2019-06-01 00:00:00,2019-06-11 00:00:00,completed,reconfigure service reminder light; change brake linings; ,Fasehatice,131.44,NULL,
L2G40AKW0DV261314,2019-01-09 00:00:00,2019-01-18 00:00:00,in progress,reduce carbon footprint; adjust retractable mirrors; ,Cancity,235.7,NULL,
L2G40AKW0DV261314,2019-01-25 00:00:00,2019-02-14 00:00:00,pending,adjust running boards; replace catalytic converter; ,Zoomit,117.85,NULL,
L2G40AKW0DV261314,2019-02-27 00:00:00,2019-03-09 00:00:00,completed,replace diverter valve; change memory settings of the onboard computer; ,Zumgoity,117.85,NULL,
L2G40AKW0DV261314,2019-03-13 00:00:00,2019-03-18 00:00:00,pending,add knee airbags; refurbish power steering; ,Newex,157.13,NULL,
L2G40AKW0DV261314,2019-04-24 00:00:00,2019-04-29 00:00:00,in progress,replace crankcase ventilation filter; replace radiator core & ac condenser; ,Zumgoity,235.7,14V435000,
L2G40AKW0DV261314,2019-05-06 00:00:00,2019-05-24 00:00:00,in progress,adjust seat belts tension; ,Fasehatice,117.85,10V426000,
L2G40AKW0DV261314,2019-05-25 00:00:00,2019-06-13 00:00:00,pending,repair shiftable automatic transmission; change brake linings; ,Zencorporation,117.85,NULL,
L8CKHAJ376Q732997,2019-04-26 00:00:00,2019-04-26 00:00:00,completed,change speaker configuration; ,Cancity,32.57,NULL,
L8CKHAJ376Q732997,2019-04-27 00:00:00,2019-04-27 00:00:00,completed,install dusk-sensing headlights; configure audio remote control; ,Zoomit,32.57,NULL,
L8CKHAJ376Q732997,2019-04-28 00:00:00,2019-04-28 00:00:00,in progress,replace tail lights; set up auto-delay headlights; ,Fasehatice,32.57,10V309000,
L8CKHAJ376Q732997,2019-04-29 00:00:00,2019-04-30 00:00:00,pending,install roof spoiler; change pcv filter/pcv valve; ,Zoomit,32.57,NULL,
LAW66TO51NY340329,2019-02-21 00:00:00,2019-02-28 00:00:00,pending,fix nvh dampening system; make polarization coating; ,Zencorporation,14.56,NULL,
LAW66TO51NY340329,2019-03-01 00:00:00,2019-03-02 00:00:00,in progress,fix power activated release; ,Rundofase,14.56,18V042000,
LAW66TO51NY340329,2019-03-05 00:00:00,2019-03-05 00:00:00,in progress,replace serpentine belt; install separate rear audio; ,Zumgoity,14.56,NULL,
LAW66TO51NY340329,2019-03-10 00:00:00,2019-03-12 00:00:00,completed,change oil filter; adjust climate control; ,Toughzap,14.56,NULL,
LAW66TO51NY340329,2019-03-17 00:00:00,2019-03-18 00:00:00,completed,change air conditioner refrigerant; change timing belt; ,Zoomit,14.56,NULL,
LAW66TO51NY340329,2019-03-22 00:00:00,2019-03-23 00:00:00,pending,repair shiftable automatic transmission; install vanity mirrors; ,Fasehatice,14.56,14E012000,
LAW66TO51NY340329,2019-03-24 00:00:00,2019-03-27 00:00:00,pending,fix deceleration system; install intelligent alternator; ,Cancity,43.68,09E025000,
LAW66TO51NY340329,2019-03-29 00:00:00,2019-03-30 00:00:00,pending,replace crankcase ventilation filter; improve engine performance; ,Zencorporation,29.12,NULL,
LEWHC17RSR2225266,2019-05-08 00:00:00,2019-05-13 00:00:00,completed,install smoked glass; improve engine performance; ,Zumgoity,57.04,NULL,
LEWHC17RSR2225266,2019-05-14 00:00:00,2019-05-19 00:00:00,in progress,repair seatbelt force limiters; ,Toughzap,22.82,16V183000,
LEWHC17RSR2225266,2019-05-23 00:00:00,2019-05-27 00:00:00,in progress,attach spoiler; adjust regenerative braking; ,Toughzap,57.04,NULL,
LEWHC17RSR2225266,2019-05-29 00:00:00,2019-06-03 00:00:00,in progress,attach exterior camera; replace diverter valve; ,Rundofase,34.22,NULL,
LEWHC17RSR2225266,2019-06-09 00:00:00,2019-06-10 00:00:00,completed,attach seat extension; upgrade navigation system; ,Cancity,11.41,98V322000,
LEWHC17RSR2225266,2019-06-14 00:00:00,2019-06-22 00:00:00,completed,attach spoiler; change brake linings; ,Fasehatice,91.26,NULL,
LEWHC17RSR2225266,2019-06-27 00:00:00,2019-06-27 00:00:00,completed,repair seatbelt force limiters; configure audio remote control; ,Rundofase,11.41,NULL,
LMC0DXV2F72475134,2019-03-10 00:00:00,2019-03-13 00:00:00,in progress,reduce fuel consumption; change air conditioner refrigerant; ,Fasehatice,99.18,NULL,
LMC0DXV2F72475134,2019-05-19 00:00:00,2019-06-10 00:00:00,completed,reduce fuel consumption; fix solar sunroof; ,Zumgoity,694.26,NULL,
LN7ZMWGACVJ434473,2019-05-06 00:00:00,2019-05-12 00:00:00,in progress,set up auto-delay headlights; upgrade navigation system; ,Rundofase,14.97,NULL,
LN7ZMWGACVJ434473,2019-05-23 00:00:00,2019-06-26 00:00:00,completed,replace crankcase ventilation filter; install turbocharger; ,Rundofase,344.22,NULL,
LN7ZMWGACVJ434473,2019-06-30 00:00:00,2019-07-02 00:00:00,completed,change timing belt; ,Rundofase,44.9,08V344000,
LN7ZMWGACVJ434473,2019-07-14 00:00:00,2019-07-17 00:00:00,pending,prevent fuel pump shutoff; set up auto-delay headlights; ,Zoomit,44.9,NULL,
LN7ZMWGACVJ434473,2019-07-26 00:00:00,2019-07-27 00:00:00,pending,adjust running boards; reduce blind spot; ,Zoomit,29.93,NULL,
LN7ZMWGACVJ434473,2019-08-18 00:00:00,2019-08-20 00:00:00,in progress,reconfigure service reminder light; reconfigure service reminder light; ,Zumgoity,44.9,NULL,
LN7ZMWGACVJ434473,2019-09-01 00:00:00,2019-09-04 00:00:00,completed,improve cylinder configuration; install optional equipment; ,Zoomit,44.9,13V248000,
LN7ZMWGACVJ434473,2019-09-06 00:00:00,2019-09-09 00:00:00,completed,change pcv filter/pcv valve; ,Newex,44.9,NULL,
LN7ZMWGACVJ434473,2019-09-14 00:00:00,2019-09-18 00:00:00,pending,fix rear defroster; change oil filter; ,Toughzap,74.83,NULL,
LXLYHOV4G1Z722469,2019-04-24 00:00:00,2019-04-24 00:00:00,pending,replace ace filter; replace diverter valve; ,Zoomit,11.2,NULL,
LXLYHOV4G1Z722469,2019-04-25 00:00:00,2019-04-25 00:00:00,pending,replace radiator hoses; replace water pump; ,Zumgoity,11.2,05V103000,
LXLYHOV4G1Z722469,2019-04-26 00:00:00,2019-04-27 00:00:00,in progress,change oil filter; replace crankcase ventilation filter; ,Zoomit,22.39,NULL,
LXLYHOV4G1Z722469,2019-04-28 00:00:00,2019-04-29 00:00:00,completed,repair direct injection system; remove oversteer; ,Fasehatice,11.2,NULL,
M58W6OQD1J3561088,2019-06-01 00:00:00,2019-06-02 00:00:00,completed,replace timing belt tensioner; change oil filter; ,Toughzap,84.27,NULL,
M58W6OQD1J3561088,2019-06-03 00:00:00,2019-06-03 00:00:00,in progress,fix a-pillar; change air conditioner refrigerant; ,Zencorporation,84.27,NULL,
M58W6OQD1J3561088,2019-06-04 00:00:00,2019-06-04 00:00:00,in progress,install optional equipment; install intelligent alternator; ,Toughzap,84.27,NULL,
M58W6OQD1J3561088,2019-06-07 00:00:00,2019-06-07 00:00:00,in progress,replace crankcase ventilation filter; install smoked glass; ,Cancity,84.27,NULL,
M6J2KWLLUKW587077,2019-05-12 00:00:00,2019-06-03 00:00:00,pending,replace liftgate window; fix ventilated seats; ,Zoomit,452.68,16V580000,
M6J2KWLLUKW587077,2019-06-23 00:00:00,2019-06-24 00:00:00,in progress,fix a-pillar; repair seatbelt force limiters; ,Zumgoity,90.54,13V113000,
MBKMABQOONK563483,2019-05-05 00:00:00,2019-05-07 00:00:00,pending,replace timing belt tensioner; adjust turn signals; ,Zoomit,19.02,NULL,
MBKMABQOONK563483,2019-05-09 00:00:00,2019-05-15 00:00:00,in progress,install parking sensors; fix broken tow hooks; ,Zencorporation,76.08,NULL,
MBKMABQOONK563483,2019-05-22 00:00:00,2019-05-24 00:00:00,completed,attach exterior camera; ,Zencorporation,57.06,18V907000,
MBKMABQOONK563483,2019-05-29 00:00:00,2019-05-30 00:00:00,pending,adjust turn signals; install anti-theft alarm; ,Zoomit,19.02,NULL,
MT0OEZQ7C5Q035531,2019-05-05 00:00:00,2019-05-08 00:00:00,in progress,replace liftgate window; install separate rear audio; ,Cancity,26.15,NULL,
MT0OEZQ7C5Q035531,2019-06-03 00:00:00,2019-07-15 00:00:00,pending,install intelligent alternator; change coolant; ,Zumgoity,523,NULL,
MT0OEZQ7C5Q035531,2019-07-22 00:00:00,2019-07-24 00:00:00,in progress,install anti-theft alarm; add knee airbags; ,Fasehatice,39.22,15V846000,
MT0OEZQ7C5Q035531,2019-07-26 00:00:00,2019-07-27 00:00:00,in progress,change brake linings; adjust turn signals; ,Rundofase,13.07,NULL,
MT0OEZQ7C5Q035531,2019-07-29 00:00:00,2019-08-07 00:00:00,in progress,reduce carbon footprint; change speaker configuration; ,Fasehatice,130.75,15V846000,
MT0OEZQ7C5Q035531,2019-08-23 00:00:00,2019-08-26 00:00:00,completed,install dusk-sensing headlights; fix air filter restriction indicator; ,Newex,13.07,NULL,
MT0OEZQ7C5Q035531,2019-09-02 00:00:00,2019-09-21 00:00:00,pending,install intelligent alternator; replace diverter valve; ,Zoomit,156.9,NULL,
